doc_num,"entreprise,service,permettre,mettre,projet","trimestre,million,consolide,dh,milliard","prix,alimentaire,produit,hausse,production","certification,transitaire,cargo,compagnie,aerien","berd,banque,developpement,climatique,europeenn","mmdh,recette,mars,flux,office","erum,textile,cintre,mezzour,industriel","circulaire,dechet,eau,conseil,menager","dh,milliard,fin,credit,bancaire","destination,compagnie,tourisme,vol,voyage"
197,0.06664320245250364,0.0,0.12000964607911964,0.0023343737458224245,0.011056662618066206,0.0,0.004380177799533243,0.06039797900657796,0.0,0.0
198,0.10250108077802342,0.010460521684348743,0.0,0.0,0.0,0.0,0.0,0.04817703969719911,0.0,0.007008674479712695
199,0.07608035014741255,0.0031191208802758834,0.02981230542052382,0.0,0.024648855249820148,0.00816657283852825,0.00155656756271682,0.0,0.21456386390250995,0.000713447893484553
200,0.16714560746123608,0.0,0.02161698837356188,0.012787102283172595,0.028406423050298356,0.0,0.0,0.04857722606351575,0.0,0.0
201,0.1705905912817296,0.0,0.0,0.0,0.0,0.0038864365204037427,0.0,0.04748764134788923,0.006130809901461304,0.0
202,0.14424855749118085,0.0,0.0,0.0,0.14143520520650113,0.006428888175279474,0.0,0.0,0.04684423659632494,0.012785034028521495
203,0.014577073833525057,0.3637961377944463,0.0,0.0,0.0,0.0,0.0,0.0018615907752609741,0.03869880378730722,0.0
204,0.13572148399196127,0.0,0.0,0.0449799465192032,0.0,0.0,0.0,0.0,0.0,0.0
205,0.05358606317734723,0.0,0.14204054086761622,0.006614842556162276,0.0,0.006507257599913687,0.10331843436556865,0.009865893211845509,0.0,0.006038133004329054
206,0.027214237941118047,0.0,0.14634168014462345,0.009819944091916387,0.0,0.0,0.020448662272939115,0.02440674270601831,0.0,0.0
207,0.0,0.22082753392446272,0.0,0.0,0.0,0.11036020585721318,0.0002427171543183087,0.0,0.0,0.0
208,0.0,0.35542081941172365,0.0,0.0,0.0,0.0035100002848204885,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.6576271973752714,0.0,0.0,0.0,0.0,0.0,0.0
210,0.06408598268431952,0.006492191342330975,0.0,0.0,0.1468641690957302,0.0,0.0,0.0,0.07827221719913043,0.007484600516042642
211,0.047282423152678055,0.0,0.11106385493210069,0.024119143192984353,0.0,0.0,0.03714491880704142,0.0,0.0,0.0
212,0.0,0.3515353317207887,0.0,0.0006252532912957816,0.02390077912019913,0.0,0.0,0.0,0.0,0.0
213,0.0,0.27894016704481095,0.0,0.0,0.0,0.005078493988122832,0.0,0.0,0.14038270706686726,0.0
214,0.03889893377204541,0.051896452565059134,0.0,0.0,0.10922417037152049,0.0,0.05782126126677665,0.014348032576267995,0.0,0.00596844974852117
215,0.09292290961546433,0.0008189949587587094,0.014951545706058198,0.0,0.0,0.0,0.0,0.03131098943712349,0.0,0.0
216,0.06262955207865438,0.03651259165755325,0.0,0.0,0.05281110354192502,0.0,0.0,0.0,0.013658207101193249,0.024061181136188867
217,0.046073684137581845,0.0,0.002757644464876355,0.007081630254833868,0.0,0.0,0.022261516238974346,0.0,0.0,0.18985370808358148
218,0.01249465178027574,0.0007380496294486959,0.0,0.0720739432239898,0.09737644483573006,0.0,0.0,0.00896784614880243,0.002568307736790685,0.06732873280106409
219,0.0,0.032392196635986435,0.3569960315549405,0.0,0.015689156288385596,0.0,0.0,0.0,0.03314500564683296,0.0
220,0.03654562918604795,0.0,0.0,0.0148302775152614,0.026664593736992825,0.006083151220846128,0.18837784139970173,0.01810204183592659,0.0,0.009093177590244745
221,0.0,0.0,0.0,0.657557172238967,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.2875017038056287,0.0,0.0,0.0,0.0,0.048264213467906304,0.03176693555646166,0.0,0.011641418626183706
223,0.0,0.19820433533972814,0.17336201620653988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.24723446168971683,0.05638834013119079,0.0,0.0,0.0,0.0,0.0,0.0029712710851731963,0.016801434173591968
225,0.0,0.3223919053729992,0.007008446473960074,0.013549095645826391,0.01907707238171838,0.0,0.0,0.00363080438839587,0.08006112609675034,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238479207629426,0.4040564966709642,0.0007055359908980911
227,0.0,0.28242764792088615,0.0,0.0,0.0,0.04830157667013071,0.0,0.0,0.07493918525951325,0.0
228,0.0,0.0,0.0,0.0,0.0,0.002902512963985566,0.0,0.0,0.42429402094058805,0.0
229,0.0,0.301452475230617,0.02926272830541537,0.0,0.003997684657133913,0.055936588069020764,0.04017887500007172,0.0,0.009009475716879453,0.0
230,0.0,0.3229988800656691,0.00053773075530466,0.0,0.0,0.055420375415100524,0.0,0.0,0.0,0.0
